Word,POS
ಓ!,interjection
ಪ್ರಿಯ,noun
ಮ,pronoun
ಕಾಂಯಿ,noun
ಕರೂ?,verb
<END>,
<START>,
ಜಾನಪದ,noun
ಸಾಹಿತ್ಯ,noun
ಮ,preposition
ಏ,pronoun
ಶೋಕ,noun
ಗೀದೆರ,noun
ವಿಶೇಷತೆ,noun
ಚ,verb
ಕಾ,verb
ಕತೋ,preposition
ಏಕ,adjverb
ವಿಧವಾರ,noun
ಬೇಬಸಿ,noun
ಅನ,conjunction
ದುಃಖ,noun
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ವು,pronoun
ವೋರ,pronoun
ಬೇಟಿಬೆಟಾ,noun
ನುನ,preposition
ದೇಕೆರೊ,verb
ಅನ,conjunction
ಭವಿಷ್ಯತಿ,noun
ಚಮಕಚ,verb
<END>,
<START>,
ವೋರ,pronoun
ದುಃಖೇರ,noun
ಗೀದ,noun
ವೋರ,pronoun
ಆಂತರಿಕ,noun
ಭಾವೇನ,noun
ಕಾವ್ಯಾತ್ಮಕ,noun
ರೂಪೇಮ,noun
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ಸಾಮಳೆವಾಳೆರ,noun
ಭಾವನೆ,noun
ವೂನೂರ್,pronoun
ಆಂಸುತಿ,noun
ವ್ಯಕ್ತ,verb
ವಚ,verb
<END>,
<START>,
ವಿಳಾಸೇರ,noun
ರೂಪೇಮ,noun
ಉಪಯೋಗ,verb
ಕರಜೋಣ,verb
ಸಾಹೇಬ್,noun
ಶಬ್ದಾ,noun
ರ,preposition
ಲಯಬದ್ಧ,noun
ಪ್ರಭಾವ್,verb
ರಚ,verb
<END>,
<START>,
ಯೆರ,pronoun
ಜೋಡಿ,preposition
ವೋರ,pronoun
ಹಾರ್ದಿಕ,noun
ವ್ಯಥೆ,verb
ಭೀ,preposition
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ವೋರ,pronoun
ಧಣಿ,noun
ಮರಜಾವ,verb
ಜೇರ,preposition
ಪಚ,adverb
ವು,pronoun
,
ಜಿವಿತ್,verb
ಛ,verb
ಕೇನ,preposition
ನಂಬಚ,verb
<END>,
<START>,
ವಿಧವಾ,noun
ವೋರ,pronoun
ಸಂಬಂಧಿಕೇನುನ,noun
ವೋರ,pronoun
ಧಣಿನ,noun
ಕಾ,verb
ಲಾಯೆಕೋನಿ,verb
ಕೇನ,preposition
ಪುಚಚ,verb
<END>,
<START>,
ಈ,pronoun
ಗೀದ,noun
ವೋರ,pronoun
ಅಪಾರ,noun
ದುಃಖ್,verb
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ಬೇಟಿ,noun
ಮರ್ಮೆಲಿ,verb
ಜೋಣ,preposition
ಏಕ,adjverb
ಮಾ,noun
ವೋರ,pronoun
ಛಾತಿ,noun
ಕುಟ್ಟತಿ,verb
ದುಃಖ,verb
ವ್ಯಕ್ತ,verb
ಕಿದಿ,verb
<END>,
<START>,
ಬೇಟಾ,noun
ಮರಮೇಲೊ,verb
ಜೋಣ,preposition
ಏಕ,adjverb
ಮಾ,noun
ವೋರ,pronoun
ಛಾತಿ,noun
ಕುಟ್ಟತಿ,verb
ದುಃಖ,verb
ವ್ಯಕ್ತ,verb
ಕಿದಿ,verb
<END>,
<START>,
ವೋರ,pronoun
ಶೋಕೇರ,noun
ಗೀದೆಮ್,noun
ಬೇಟಾ,noun
ಮರ್ಗೋತೋ,verb
ಜೀವನಾ,noun
ಠಾಲೊ,noun
ಚ,verb
ಕೇನ,preposition
ದಿಕಾವಚ,verb
<END>,
<START>,
ಎರ,pronoun
ನಾಯಿ,preposition
ತಾಂಡರಿ,noun
ಮರಮಲ,verb
ಜೋಣ,preposition
ಮಾಟಿ,noun
ಬಿ,preposition
ವೋರ,pronoun
ದುಃಖ,verb
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ವು,pronoun
ಭವಿಷ್ಯ,noun
ತಿ,preposition
ಘಣ,adjverb
ಚಮಕಚ,verb
<END>,
<START>,
ಮರಮಲ,verb
ಜೇರ,preposition
ಬಗ್ಗೆ,conjunction
ಗೀದಗಾವ,verb
ಜೆ,preposition
ಗೀದೇನುನ,noun
ಎಲಿಜಿ,noun
ಕಚ,verb
<END>,
<START>,
ಪೀಡಿತ,noun
ಬಾಯಿರ,noun
ಅಸ,preposition
ಚಿತ್ರ,noun
ದೂಸರ್,noun
ಸಮುದಾಯ,noun
ಮ,preposition
ದುರ್ಲಭ್,verb
ಚ,verb
<END>,
<START>,
ಲೋಗುರ,noun
ಜೀವನ,noun
ಧಾರ್ಮಿಕ,noun
ಚ,verb
<END>,
<START>,
ವೊ,pronoun
ದೂಸರ್,noun
ದೂಸರ್,noun
ದೇವೆನುನ,noun
ಶರಣ್,verb
ವಚ,verb
<END>,
<START>,
ವೊ,pronoun
ಘಣ,adjverb
ದೇವೇನೂರ,noun
ರಚನೆ,verb
ಕರಮಲೆಚ,verb
<END>,
<START>,
ದೂಸರ್,noun
ದುಸರ,noun
ರೋಗೆನೂರ,noun
ದೇವತಾ,noun
ಚ,verb
<END>,
<START>,
ಭಾಟಾ,noun
ಧೂಡ,noun
ಅನ,conjunction
ಝಾಡೆನುನ,noun
ಬಿ,preposition
ದೇವೆರ್,noun
ರೂಪೇಮ,noun
ಪೂಜಾ,verb
ಕರಚ,verb
<END>,
<START>,
ಏ,pronoun
ದೇವೇನೂರ,noun
ಪೂಜಾರ,verb
ವಾಸ,preposition
ಕತ್ರಾಕೋ,adjective
ಹಬ್ಬಾರ,noun
ಆಯೋಜನ,verb
ಕರಚ,verb
<END>,
<START>,
ದೂಸರ್,noun
ದೂಸರ್,noun
ಪರಿವಾರ,noun
ಏ,pronoun
ಹಬ್ಬಾನುನ,noun
ವೂನೂರ್,pronoun
ವಿಶಿಷ್ಟ,noun
ಪರಂಪರೆ,noun
ತಿ,preposition
ಕರಚ,verb
<END>,
<START>,
ವೊ,pronoun
ವೂನೂರ,pronoun
ಇಚ್ಛಾನೋ,noun
ಪೂರ್ತಿ,verb
ಕರೆರ್,verb
ವಾಸ,preposition
ಏ,pronoun
ದೇವೇನೂರ,noun
ಪೂಜಾ,verb
ಕರಚ,verb
<END>,
<START>,
ವೊ,pronoun
ಹಿಂದುನೂರ,noun
ಸೇಜ,noun
ಹಬ್ಬಾನುನ,noun
ಆಚರಣೆ,verb
ಕರಚ,verb
<END>,
<START>,
ವೊ,pronoun
ಅಂತೆಮ,noun
ಮೋಕ್ಷ,noun
ಸರ್ವಶಕ್ತಿಮಾನೇರ,noun
ಕೃಪಾ,noun
ಪರ,preposition
ರಚ,verb
ಕೇನ,preposition
ನಂಬಚ,verb
<END>,
<START>,
ಜನಾಜ್,preposition
ವೊ,pronoun
ಏ,pronoun
ದೇವೇನೂರ,noun
ಪೂಜಾ,verb
ಕರಚ,verb
ಅನ,conjunction
ಭಕ್ತಿ,noun
ಗೀದೆ,noun
ಗೀದಗಾವಚ,verb
<END>,
<START>,
ದೇವಿ,noun
ದೇವತಾನುನ,noun
ಸಂಬಂಧೇರ,noun
ಗೀದೆ,noun
<END>,
<START>,
ದೇವಿ,noun
ದೇವತಾನುನ,noun
ಸಂಬಂಧೇರ,noun
ಗೀದೆ,noun
<END>,
<START>,
ಹಿಂದುನೋ,noun
ಭಕ್ತಿ,noun
ಮೋಕ್ಷ,verb
ರ,preposition
ಸಾಧನ,noun
ಚ,verb
ಕೇನ,preposition
ನಂಬಚ,verb
<END>,
<START>,
ಮಾರ್ಗದರ್ಶನ,noun
ಏಕಾದ,adjective
ಗುರು,noun
ನಿತರ,conjunction
ಶಿಕ್ಷಕೇತಿ,noun
ಮಾಂಗಣು,verb
<END>,
<START>,
ಗುರುರ,noun
ಸಲಹೆ,verb
ನಿತರ,conjunction
ಮಾರ್ಗದರ್ಶನೇರ,noun
ಕಾಂಯಿ,noun
ಫಾಯದೋ,verb
ಛೆನಿ,verb
<END>,
<START>,
ಗುರು,noun
ಬಗರ್,conjunction
ರೇರ,verb
ಜ್ಞಾನ,noun
ಮಳೆನೀ,verb
<END>,
<START>,
ಜ್ಞಾನ,noun
ಬಗರ್,conjunction
ರೇರ,verb
ಭಗವಾನೇರ,noun
ಕೃಪಾ,verb
ಮಳೆನೀ,verb
<END>,
<START>,
ಗುರುರ,noun
ಪ್ರಾರ್ಥನೆರ,noun
ಗೀದ,noun
ಆಧ್ಯಾತ್ಮಿಕತಾ,noun
ರ,preposition
ಜೋಡಿ,conjunction
ವೂನೂರ,pronoun
ಏಕತೆ,noun
ನ,preposition
ಬಿ,preposition
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ದೇವೆರ್,noun
ಪ್ರಾರ್ಥನೆರ,noun
ಗೀದ,noun
ಆಧ್ಯಾತ್ಮಿಕತಾ,noun
ರ,preposition
ಜೋಡಿ,conjunction
ವೂನೂರ,pronoun
ಏಕತೆ,noun
ನ,preposition
ಬಿ,preposition
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ದೇವೀರ,noun
ಪ್ರಾರ್ಥನೆರ,noun
ಗೀದ,noun
ಆಧ್ಯಾತ್ಮಿಕತಾ,noun
ರ,preposition
ಜೋಡಿ,conjunction
ವೂನೂರ,pronoun
ಏಕತೆ,noun
ನ,preposition
ಬಿ,preposition
ವ್ಯಕ್ತ,verb
ಕರಚ,verb
<END>,
<START>,
ಧಾರ್ಮಿಕ,noun
ಅನ,conjunction
ಭಕ್ತಿ,noun
ಗೀದೆ,noun
ಕಾಂಯಿ,noun
ಕಮ್,verb
ಛೆನಿ,verb
<END>,
<START>,
ಗೀದೆ,noun
ವಾದ್ಯ,noun
ಅನ,conjunction
ಸಂಗೀತೇತಿ,noun
ರಚ,verb
<END>,
<START>,
ಘಣ,adjective
ದೇವೇನೂರ,noun
ಪ್ರಾರ್ಥನಾರ,noun
ಗೀದೆ,noun
ಗೀದಗಾವಚ,verb
<END>,
<START>,
ಪ್ರಾರ್ಥನಾ,noun
ಚಾಲು,verb
ವೆಜಾವ,verb
ಜೇರ,preposition
ಪಚ,adverb
ಗೀದೆ,noun
ಗೀದಗಾವಚ,verb
<END>,
<START>,
ಪ್ರಾರ್ಥನಾ,noun
ಖುಟಜಾವ,verb
ಜೇರ,preposition
ಪಚ,adverb
ಗೀದೆ,noun
ಗೀದಗಾವಚ,verb
<END>,
<START>,
ಗೀದಗಾವ,verb
ಜನಾ,preposition
ಗುರುರ,noun
ನಾಮ,noun
ಮುಖ್ಯ,noun
ರಚ,verb
<END>,
<START>,
ಕನ್ನಾಯಿಬಿ,adverb
ವೂನೂರ,pronoun
ಪ್ರಾರ್ಥನಾ,noun
ಯಾ,conjunction
ಭಜನ,noun
ಗೀದೇತಿ,noun
ಶುರು,verb
ವಚ,verb
<END>,
<START>,
ಓ!,interjection
ದೇವಿ,noun
ಮ,preposition
ಆರತಿತಿ,noun
ತಾರ,pronoun
ಪೂಜಾ,verb
ಕರುಚು,verb
ಅನ,conjunction
ಹಮೇಶಾ,adverb
ತಾರ,pronoun
ಪೂಜಾ,verb
ಕರತೋ,verb
ರುಚು,verb
<END>,
<START>,
ಈ,pronoun
ಪಾಂಚ,adjective
ಅಂಶ,noun
ತಿ,preposition
ವೇಮಲೋಚ,verb
<END>,
<START>,
ಮ,pronoun
ತಾರ,pronoun
ಮಾತೆಪರ,noun
ಚಂದನ್,noun
ಲಗಾಡುಚು,verb
<END>,
<START>,
ಮಾ,pronoun
ತಾರ,pronoun
ಸುರಕ್ಷಾರ,verb
ವಿನಂತಿ,verb
ಕರುಚು,verb
<END>,
<START>,
ಮಾಣಸ್,noun
ಆಶಾರ,noun
ಪೊಡ್ಯಾ,noun
ಚ,verb
<END>,
<START>,
ಹಮ್,pronoun
ಫೂಲ,noun
ಅನ,conjunction
ಫಳ,noun
ಚಡಾಮಾಚಾ,verb
<END>,
<START>,
ಹಮ್,pronoun
ತಾರ,pronoun
ಸಂರಕ್ಷಣೆ,noun
ಮ,preposition
ರೇಮಾಚಾ,verb
<END>,
<START>,
ತು,pronoun
ಮಾಣಸೇನ,noun
ಲಾಚಾರ,noun
ಕರಮೇಲೊಚಿ,verb
<END>,
<START>,
ಹೇ!,interjection
ದೇವಿ,noun
ಮಾಪರ್,pronoun
ಕೃಪಾ,verb
ಕರ,verb
<END>,
<START>,
ತಾರ,pronoun
ಬುದ್ಧಿ,noun
ಅನ,conjunction
ಶಕ್ತಿ,noun
<END>,
<START>,
ಈ,pronoun
ಜೀವನ,noun
ಸಾಗರ,noun
ಲಂಗೇನ,verb
ಮನ,pronoun
ಸಹಾಯ,verb
ಕರ,verb
<END>,
<START>,
ಅತ,adverb
ದೇವೀರ,noun
ಸರ್ವಶಕ್ತಿ,noun
ಅನ,conjunction
ಮಾಣಸೇರ,noun
ವಿನಮ್ರತಾ,noun
ನ,preposition
ಚಿತ್ರಿತ್,verb
ಕರಮಲೆಚ,verb
<END>,
<START>,
ಸ್ವತಃ,noun
ಮಲಕೇರ,noun
ಆಸಾರ,noun
ಸಮೂಹ,noun
ಛ,verb
ಜನಾ,preposition
ವೂನುನ್,pronoun
ಪೂರಾ,verb
ಕರೆರ್,verb
ಮಂತ್ರನೋ,noun
ಪಣ,conjunction
ಏರ್,pronoun
ನಡು,noun
ಸಾಗರೇಮ,noun
ರೇಗೆಚ,verb
<END>,
<START>,
ಬರೆ,adverb
ದೇವೀರ,noun
ಕೃಪಾ,verb
ತಿ,preposition
ದಂಡಿ,noun
ಪೂಚೆನ್,verb
ಆವಚ,verb
<END>,
<START>,
ಭಕ್ತೆನೂರ,noun
ಸಮರ್ಪಣ,noun
ಅನ,conjunction
ದೇವೀರ,noun
ವಾಸ,preposition
ಸಂರ್ಪಣೇರ,noun
ಭಾವನಾ,noun
ನ,preposition
ಸಂಕ್ಷಿಪ್ತ,noun
ರೂಪೇಮ,noun
ವ್ಯಕ್ತ,verb
ಕರಮಲೆಚ,verb
<END>,
<START>,
ದಂಡಿ,noun
ಕ್ಷೇಮೇತಿ,noun
ಪೂಚೆರ,verb
ವಾಸ,preposition
ಪ್ರಾರ್ಥನಾ,noun
ಚ,verb
<END>,
<START>,
ಮನ,pronoun
ತಾರ,pronoun
ದರ್ಶನೇತಿ,verb
ಕೃಪಾ,verb
ಕರ,verb
<END>,
<START>,
ವೂನುನ,pronoun
ತುಜ,pronoun
ರಕ್ಷಕ್,noun
ವ,verb
<END>,
<START>,
ತು,pronoun
ಭೀಮೇರ,noun
ಪ್ರಿಯ,noun
ಬೇಟಾ,noun
ಚಿ,verb
<END>,
<START>,
ತು,pronoun
ಮಾರ,pronoun
ಮುಂಡಾಗ,preposition
ಕನ್ನಾ,adverb
ಆಯೇಚಿ,verb
<END>,
<START>,
ರಾಮೇರ,noun
ಅವತಾರ,noun
ಲೋಗುರ,noun
ಆಚೆರ,noun
ವಾಸ,preposition
ವೆತ್ತೋ,verb
<END>,
<START>,
ಅಧರ್ಮೇರ,noun
ನಾಶ,verb
ಕರೆರ,verb
ವಾಸ,preposition
ಶ್ರೀರಾಮ,noun
ಅನ,c
ಕೃಷ್ಣಾ,noun
ಅವತಾರ,noun
ಲೀದೇಚ,verb
<END>,
<START>,
ಪುರಾಣಿಕ,noun
ಚಿತ್ರಾರ,noun
ಏ,pronoun
ಸಾಮರಸ್ಯ,noun
ರ,preposition
ಮಿಶ್ರಣ,noun
ಜಬರದಸ್ತಿ,noun
ಕರಮಲೆಚ,verb
<END>,
<START>,
ರಾಮಾಯಣ,noun
ಅನ,conjunction
ಮಹಾಭಾರತ,noun
ಬರತೇರ,noun
ಇತಿಹಾಸೇರ,noun
ದೀ,adjective
ಮಹಾನ್,noun
ಕಾವ್ಯ,noun
ಚ,verb
<END>,
<START>,
ರಾಮಾಯಣ,noun
ಅನ,conjunction
ಮಹಾಭಾರತ,noun
ಹಿಂದೂ,noun
ಸಂಸ್ಕೃತಿರ,noun
ಪ್ರತೀಕ್,noun
ಚ,verb
<END>,
<START>,
ದೇವಿ-ದೇವತಾನುರ,noun
ಕತ್ರಾಕೋ,adjective
ಧಾರ್ಮಿಕ್,noun
ಗೀದೆ,noun
ಚ,verb
<END>,
<START>,
ಏ,pronoun
ಪ್ರಾರ್ಥನೇನೋ,noun
ಕತ್ರಾಕೋ,adjective
ಅವಸರೋ,noun
ಪರ,preposition
ಚ,verb
<END>,
<START>,
ಗೀದೆ,noun
ಸಂತೆನೂರ,noun
ಸೃಷ್ಟಿರ,noun
ಜೀವನೇರ,noun
ವರ್ಣನ,verb
ಕರಚ,verb
<END>,
<START>,
ಗೀದೆ,noun
ಬ್ರಹ್ಮಾಂಡ,noun
ಅನ,conjunction
ಭಗವಾನೇರ,noun
ವಿಕಾಸೇರ,noun
ಬಗ್ಗೆ,conjunction
ವರ್ಣನ,verb
ಕರಚ,verb
<END>,
<START>,
ವೊ,pronoun
ವೂನೂರ,pronoun
ವಿಶಿಷ್ಟ,noun
ಸಂಪ್ರದಾಯ,noun
ಅನ,conjunction
ಪರಂಪರೆತಿ,noun
ವೂನುನ,pronoun
ದೇಕಚ,verb
<END>,
<START>,
ಏ,pronoun
ಹಬ್ಬಾನುತಿ,noun
ವೊ,pronoun
ಧಾರ್ಮಿಕ್,noun
ವಿಚಾರೆರ,noun
ವಾಳ,preposition
ಚ,verb
ಕೇನ,preposition
ಮಾಲಮ್,verb
ವಚ,verb
<END>,
<START>,
ಏ,pronoun
ಹಬ್ಬಾನೂರ,noun
ಜೋಡಿ,conjunction
ವೊ,pronoun
ದೂಸರ್,noun
ಹಬ್ಬಾ,noun
ಬಿ,preposition
ಕರಚ,verb
<END>,
<START>,
ನಾಗಪಂಚಮಿ,noun
ನಾಗದೇವತಾರ,noun
ಪೂಜಾ,verb
ಚ,verb
<END>,
<START>,
ಯುಗಾದಿ,noun
ಹಿಂದುನೂರ,noun
ನವೋ,adjective
ವರ್ಸೆರ,noun
ದಾಡೋ,noun
ಚ,verb
<END>,
<START>,
ಅಜಿ,adjective
ದೂಸರ್,noun
ಹಬ್ಬಾನೊ,noun
ವೂನುನ್,pronoun
ಮೂಖ್ಯ,noun
ಛೆನಿ,verb
<END>,
<START>,
ಏ,pronoun
ಗೀದೆ,noun
ಅವಲೋಕನೆರ,noun
ದೃಷ್ಟಿ,noun
ತಿ,preposition
ವಿಶೇಷ,verb
ಛೆನಿ,verb
<END>,
<START>,
ಏ,pronoun
ಗೀದೆರ,noun
ಧಾರ್ಮಿಕ,noun
ಸಮಾರೋಹ,noun
ಅನ,conjunction
ಸಾಹಿತ್ಯಿಕ,noun
ಉಪಯೋಗಿ,verb
ಛೆನಿ,verb
<END>,
<START>,
ಜೂಲೈ,noun
ತಿ,preposition
ಆಗಸ್ಟ್,noun
ಲಗಾ,adverb
ಆಷಾಢ,noun
ಮೀನಾ,noun
ಚ,verb
<END>,
<START>,
ಆಷಾಢ,noun
ಮೀನಾ,noun
ಘಣ,adjective
ರೋಗೆನುನ,noun
ಲೇನ,verb
ಆವಚ,verb
<END>,
<START>,
ಲುಕ್ಕಡ್,noun
ಸಾತ್,adjective
ದೇವೇನೂರ್,noun
ಸೇವಕ್,noun
ಚ,verb
<END>,
<START>,
ಯಾಡಿರ,noun
ಮಂದಿರ,noun
ದಿವೆನುತಿ,noun
ಚಳಕಾ,verb
ಮಾರರೋಚ,verb
<END>,
<START>,
ದೇವಿ,noun
ಹಿಂಗಲಮಾತಾ,noun
ರ,preposition
ಜಾತ್ರಾ,noun
ಚಾಲು,verb
ವೇಗೋಚ,verb
<END>,
<START>,
ಏ,pronoun
ಯಾಡಿ,noun
ಹಮಾರ್,pronoun
ಪ್ರಾರ್ಥನಾ,verb
ಅನ,conjunction
ಪೂಜಾನ,verb
ಸ್ವೀಕಾರ್,verb
ಕರ,verb
<END>,
<START>,
ಹಮ್,pronoun
ಪವಿತ್ರ,noun
ಗಂಗಾ,noun
ಅನ,conjunction
ತಾಪಿ,noun
ನಂದಿ,noun
ನ,preposition
ಲಂಗ,verb
ಮಲೆಚಾ,verb
<END>,
<START>,
ಏ,pronoun
ದೇವಿ,noun
ಮಾತಾ,noun
ಹಮ್,pronoun
ತಾರ,pronoun
ವಜಾಳೆತಿ,noun
ಪೂಜಾ,verb
ಕರಾಚಾ,verb
<END>,
<START>,
ಹಮ್,pronoun
ತೋನ,pronoun
ವಿನಂತಿ,verb
ಕರಾಚಾ,verb
ಯಾಡಿ,noun
<END>,
<START>,
ಗೀದೆಮ,noun
ಸುಂದರ,adjective
ಚಿತ್ರ,verb
ಚ,verb
<END>,
<START>,
ಗಾಯಿಕಾ,noun
ಭಾವನಾತ್ಮಕ,noun
ರೂಪೇತಿ,noun
ಗೀದಗಾವ,verb
ಜನಾ,preposition
ಶಕ್ತಿಶಾಲಿ,noun
ಆಧ್ಯಾತ್ಮಿಕ,noun
ಭಾವನಾ,noun
ಉಮಡ,verb
ಪಡಚ,verb
<END>,
<START>,
ವೊನ,pronoun
ಪವಿತ್ರ,noun
ಸ್ಥಾನ,noun
ದೇಮಲೇಚ,verb
<END>,
<START>,
ಏ,pronoun
ವೊಲಾಂಗ್,verb
ಗೀದೆ,noun
ದೇವಿ-ದೇವತಾವೋ,noun
ಅನ,conjunction
ಕತ್ರಾಕೋ,adjective
ಸಾಂಸ್ಕೃತಿಕ,noun
ವಿಷಯರ,noun
ಬಗ್ಗೆ,conjunction
ವೂನೂರ,pronoun
ಆಸಕ್ತಿ,verb
ದಕಾಳಚ,verb
<END>,
<START>,
ಭಾವ,noun
ಅನ,conjunction
ಲಯರ,noun
ಸುಂದರ,adjective
ಮಿಶ್ರಣ,verb
ಚ,verb
<END>,
<START>,
ದಸರಾ,noun
ಕರ್ನಾಟಕೇರ,noun
ಲೋಗುರ,noun
ಪ್ರಮುಖ,noun
ಹಬ್ಬಾನುಮ,noun
ಏಕ್,adjective
ಚ,verb
<END>,
<START>,
ದಸರಾ,noun
ಹಬ್ಬಾನ,noun
ನೌ,adjective
ಪವಿತ್ರ,noun
ರಾತೆರ,noun
ನವರಾತ್ರಿ,noun
ಉತ್ಸವ,noun
ಕೇನ,preposition
ಮಾನಚ,verb
<END>,
<START>,
ವಿಜಯ,noun
ದಶಮಿ,noun
ವಿಜಯರ,noun
ಹಬ್ಬಾ,noun
ಚ,verb
<END>,
<START>,
ಏ,pronoun
ಹಬ್ಬಾನ,noun
ಅಕ್ಟೋಬರೇತಿ,noun
ನವೆಂಬರೇರ,noun
ಲಗಾ,adverb
ರಂಗ,adjective
ರಂಗೇರ,adjective
ಢಂಗೇತಿ,noun
ಆಚರಣೆ,verb
ಕರಚ,verb
<END>,
<START>,
ಪೂಜಾರಿ,noun
ಪೂರಾ,adjective
ಸಮುದಾಯರ,noun
ವಡಿತಿ,preposition
ದುರ್ಗಾಯಾಡಿನ,noun
ವಿನಂತಿ,verb
ಕರಚ,verb
<END>,
<START>,
ಏ!,inetrjection
ಯಾಡಿ,noun
ಹಮ್,pronoun
ತಾರ,pronoun
ಚರಣೇನ,noun
ಪ್ರಣಾಮ್,verb
ಕರಾಚಾ,verb
<END>,
<START>,
ಮ,pronoun
ತಾರ,pronoun
ಚರಣೇನ,noun
ಪ್ರಣಾಮ್,verb
ಕರುಚು,verb
<END>,
<START>,
ತು,pronoun
ಕೋಟೆನುತಿ,noun
ಸುಭದ್ರ,verb
ರೆಚಿ,verb
<END>,
<START>,
ತು,pronoun
ರೇಷ್ಮೆರ,noun
ಸೆಮಾನ,noun
ಪೆರಮಲಿಚೀ,verb
<END>,
<START>,
ತಾರ,pronoun
ಸೊ,adjective
ಹಾತ್,noun
ಚ,verb
<END>,
<START>,
ಏ!,inetrjection
ಯಾಡಿ,noun
ಹಮಾರ,pronoun
ಪ್ರಾರ್ಥನಾ,verb
ಅನ,conjunction
ಪೂಜಾ,verb
ಸ್ವೀಕಾರ,verb
ಕರ,verb
<END>,
<START>,
ಹಮೇನ,pronoun
ಘಣ,adjective
ಅನ,conjunction
ಸಮೃದ್ಧಿ,noun
ರ,preposition
ಕೃಪಾ,verb
ಕರ,verb
<END>,
<START>,
ಮಾರ,pronoun
ಯಾತ್ರಾ,noun
ರ,preposition
ರಕ್ಷಕ,noun
ವ,verb
<END>,
<START>,
ಜೀವ,noun
ಪರ,preposition
ಕೃಪಾ,verb
ಕರ,verb
<END>,
<START>,
ಮಾರ,pronoun
ಮಾಯಿ,preposition
ಸದಾ,verb
ನಿವಾಸ್,verb
ಕರ,verb
<END>,
<START>,
ಮಾರ,pronoun
ಬಾಧಾವೋ,noun
ದೂರ,verb
ಕರ,verb
<END>,
<START>,
ಏ!,interjection
ಯಾಡಿ,noun
ಮನ,pronoun
ಶಾಂತಿ,noun
ಅನ,conjunction
ಸಮೃದ್ಧಿ,noun
ರ,preposition
ಕೃಪಾ,verb
ಕರ,verb
<END>,
<START>,
ಗೀದೆ,noun
ಮೋಟಿ,adjective
ಚ,verb
ತೋಬಿ,preposition
ವೂನುಮ,pronoun
ಲಯ,noun
ಚ,verb
<END>,
<START>,
ಈ,pronoun
ಬಂಜಾರ,noun
ಜಾನಪದ,noun
ಸಾಹಿತ್ಯ,noun
,
ಮ,preposition
ಏಕ್,adjective
ಚ,verb
<END>,
<START>,
ಏ,pronoun
ಗೀದೆಮ,noun
ಗದ್ಯ,noun
ಅನ,conjunction
ಕಾವ್ಯ,noun
ರ,preposition
ಲಯರ,noun
ಮಿಶ್ರಣ್,verb
ಚ,verb
<END>,
<START>,
ಏ,pronoun
ಹಬ್ಬಾನ,noun
ದೀಪಾವಳಿ,noun
ಅನ,conjunction
ಹೋಳಿ,noun
ಹಬ್ಬಾ,noun
ನಾಯಿ,preposition
ದಸರಾ,noun
ಅನ,conjunction
ಉಗಾದಿ,noun
ರ,preposition
ಸಮಯ್,noun
ಪರ,preposition
ಆಚರಣೆ,verb
ಕರಚ,verb
<END>,
<START>,
ಹಬ್ಬಾಮ,noun
ವಿಶೇಷ,noun
ನೃತ್ಯ,noun
ಅನ,conjunction
ಗೀದೆ,noun
ರಚ,verb
<END>,
<START>,
ಛೋರೀನೂರ,noun
ಪ್ರಮುಖ,noun
ಪಾತ್ರ,noun
ರಚ,verb
ಪಣ,conjunction
ಮಾಟಿನೂರ,noun
ಕಮ್,verb
ರಚ,verb
<END>,
<START>,
ಈ,pronoun
ಹಬ್ಬಾ,noun
ಶೀಕೃಷ್ಣಾರ,noun
ಪೂಜಾ,verb
ಕರೆರ,verb
ವಾಸ,preposition
ಕರಚ,verb
<END>,
<START>,
ಘಂವುರ,noun
ಮೊಡೆರ,noun
ವೊಡ್ಡಿನೊ,noun
ಬಲಿಪೀಠ,noun
ಪರ,preposition
ಮೇಲಚ,verb
<END>,
<START>,
ಕನ್ಯವೋ,noun
ಭಕ್ತಿ,verb
ತಿ,preposition
ವೂನೂರ್,pronoun
ಪೂಜಾ,verb
ಕರಚ,verb
<END>,
<START>,
ಆಚರಣೆ,noun
ಪಾಲಸತಿ,verb
ವೊ,pronoun
ದಸ್,adjective
ದಾಡೆರ,noun
ಪಚ,adverb
ವೂನುನ,pronoun
ದೇವೆರ,noun
ಗೂಡಿನ,noun
ಲೇಜಾವಚ,verb
<END>,
<START>,
ತೀಜ್,noun
ಅನ,conjunction
ಶ್ರೀಕೃಷ್ಣಾರ,noun
ಪೂಜಾರ,noun
ನಡು,noun
ಮಹತ್ವಪೂರ್ಣ,noun
ಸಂಬಂಧ,noun
ಚ,verb
<END>,
<START>,
ಏ,pronoun
ಮಹತ್ವಪೂರ್ಣ,noun
ಹಬ್ಬಾನ,noun
ದಸ್,adjective
ದಾಡೆರ,noun
ಲಗಾ,adverb
ಕರಚ,verb
<END>,
<START>,
